"Feature.ID","Feature.Name","Feature.Class","wt_rep_1","wt_rep_2","piwi_rep_1","piwi_rep_2"
"Gene:WBGene00171169","21ur-9870, T19E7.17","piRNA",0,0,0,0
"Gene:WBGene00171170","21ur-15331, Y41E3.379","piRNA",0.67,1.67,0,0
"Gene:WBGene00171171","21ur-8242, Y116A8C.356","piRNA",3,1,0,0
"Gene:WBGene00171172","21ur-7093, Y57G11C.889","piRNA",0,0,0,0
"Gene:WBGene00171173","21ur-7939, Y105C5B.1102","piRNA",6,14,0,0
"Gene:WBGene00171174","21ur-11007, C01B10.28","piRNA",0,0,0,0
"Gene:WBGene00171175","21ur-15152, T23F2.6","piRNA",0,0,0,0
"Gene:WBGene00171176","21ur-8204, Y67A10A.266","piRNA",0,1,0,0
"Gene:WBGene00171177","21ur-13616, ZK550.33","piRNA",11,5,0,0
"Gene:WBGene00171178","21ur-5641, Y105C5B.1103","piRNA",0,0,0,0
"Gene:WBGene00171179","21ur-13931, Y45F10B.49","piRNA",0,0,0,0
"Gene:WBGene00171180","21ur-8971, Y116A8C.357","piRNA",0,0,0,0
"Gene:WBGene00171181","21ur-12813, Y57G11C.890","piRNA",122.5,193,1.5,2
"Gene:WBGene00171182","21ur-11832, Y105C5B.1104","piRNA",0,0.33,0,0
"Gene:WBGene00171183","21ur-14752, F09F9.6","piRNA",0,0,0,0
"Gene:WBGene00171184","21ur-9005, Y51H4A.718","piRNA",0,1,0,0
"Gene:WBGene00171185","21ur-11548, M03D4.57","piRNA",0,0,0,0
"Gene:WBGene00171186","21ur-7758, Y116A8C.358","piRNA",0.5,3.5,0,0
"Gene:WBGene00171187","21ur-6582, F38C2.68","piRNA",14,40,0,0
"Gene:WBGene00171188","21ur-10891, Y73F8A.898","piRNA",0,0,0,0
"Gene:WBGene00171189","21ur-12660, Y105C5B.1105","piRNA",0.33,0,0,0
"Gene:WBGene00171190","21ur-6723, Y51H4A.719","piRNA",165,435,2,2
"Gene:WBGene00171191","21ur-9841, F58F9.17","piRNA",1.5,0,0,0
"Gene:WBGene00171192","21ur-7296, Y51H4A.720","piRNA",110,173,0,1
"Gene:WBGene00171193","21ur-9938, F36H12.54","piRNA",0,0,0,0
"Gene:WBGene00171194","21ur-13559, H32C10.66","piRNA",4,6,0,0
"Gene:WBGene00171195","21ur-6179, Y37A1B.268","piRNA",15,29,0.33,0
"Gene:WBGene00171196","21ur-11389, H08M01.90","piRNA",6,9,0.5,0
"Gene:WBGene00171197","21ur-8992, Y57G11C.891","piRNA",0,0,0,0
"Gene:WBGene00171198","21ur-15348, Y116A8B.71","piRNA",1.5,4.5,0,0
"Gene:WBGene00171199","21ur-12919, Y105C5A.988","piRNA",4.5,9.5,0,0
"Gene:WBGene00171200","21ur-7140, F55B11.110","piRNA",1,0,0,0
"Gene:WBGene00171201","21ur-14267, F56F11.6","piRNA",0,0,0,0
"Gene:WBGene00171202","21ur-7806, T06A10.80","piRNA",0,0,0,0
"Gene:WBGene00171203","21ur-10688, Y73F8A.899","piRNA",1,6,0,0
"Gene:WBGene00171204","21ur-8903, Y57G11C.892","piRNA",0,0,0,0
"Gene:WBGene00171205","21ur-9051, C24D10.40","piRNA",0,0,0,0
"Gene:WBGene00171206","21ur-12552, Y41E3.380","piRNA",120,160,0.33,0.33
"Gene:WBGene00171207","21ur-6088, Y51H4A.721","piRNA",0,0,0,0
"Gene:WBGene00171208","21ur-13135, Y116A8A.109","piRNA",0,0,0,0
"Gene:WBGene00171209","21ur-14061, Y45F10B.50","piRNA",0,0,0,0
"Gene:WBGene00171210","21ur-11643, Y37A1B.269","piRNA",4,9,0,0
"Gene:WBGene00171211","21ur-14191, F35H8.8","piRNA",0,0,0,0
"Gene:WBGene00171212","21ur-11740, Y51H4A.722","piRNA",0,0,0,0
"Gene:WBGene00171213","21ur-14984, Y67A10A.267","piRNA",0,0,0,0
"Gene:WBGene00171214","21ur-11027, H25K10.108","piRNA",7.5,20,0,0
"Gene:WBGene00171215","21ur-15165, C10G6.41","piRNA",6.33,6.67,0.33,0
"Gene:WBGene00171216","21ur-14038, Y105C5A.989","piRNA",24,49,0,1
"Gene:WBGene00171217","21ur-10889, Y73F8A.900","piRNA",3,8,0,0
"Gene:WBGene00171218","21ur-11574, Y51H4A.723","piRNA",0,0,0,0
"Gene:WBGene00171219","21ur-11992, C11D2.70","piRNA",2.33,8,0.33,0
"Gene:WBGene00171220","21ur-5476, Y105C5A.990","piRNA",10,6,0,0
"Gene:WBGene00171221","21ur-8114, C24D10.41","piRNA",8,33,4,2
"Gene:WBGene00171222","21ur-14810, Y116A8B.72","piRNA",0,0,0,0
"Gene:WBGene00171223","21ur-13789, Y57G11C.893","piRNA",0,1,0,0
"Gene:WBGene00171224","21ur-7155, H16O14.50","piRNA",3,5,0,0
"Gene:WBGene00171225","21ur-8150, VY10G11R.54","piRNA",155,282.33,3,3
"Gene:WBGene00171226","21ur-11804, T06A10.81","piRNA",0,0,0,0
"Gene:WBGene00171227","21ur-14050, VY10G11R.55","piRNA",0,0,0,0
"Gene:WBGene00171228","21ur-14001, Y105C5B.1106","piRNA",0,0,0,0
"Gene:WBGene00171229","21ur-15682, Y57G11C.894","piRNA",462.67,774.33,6.33,6.67
"Gene:WBGene00171230","21ur-7511, T06A10.82","piRNA",0,0,0,0
"Gene:WBGene00171231","21ur-10495, K08B4.27","piRNA",0,0,0,0
"Gene:WBGene00171232","21ur-13959, H32C10.67","piRNA",2,5.5,0,0
"Gene:WBGene00171233","21ur-7775, Y51H4A.724","piRNA",3,5,0,0
"Gene:WBGene00171234","21ur-13848, F18G5.7","piRNA",0,0,0,0
"Gene:WBGene00171235","21ur-6536, ZK616.49","piRNA",1.5,0,0,0
"Gene:WBGene00171236","21ur-8133, C46G7.86","piRNA",0,0,0,0
"Gene:WBGene00171237","21ur-8399, H08M01.91","piRNA",59,68.5,0.5,1
"Gene:WBGene00171238","21ur-6068, Y45F10B.51","piRNA",4,3,0,0
"Gene:WBGene00171239","21ur-10032, E03H12.20","piRNA",0,0,0,0
"Gene:WBGene00171240","21ur-10257, Y7A9C.26","piRNA",0,0,0,0
"Gene:WBGene00171241","21ur-6809, VY10G11R.56","piRNA",0,0,0,0
"Gene:WBGene00171242","21ur-5578, B0350.52","piRNA",1.5,13,0,0
"Gene:WBGene00171243","21ur-8913, M03D4.58","piRNA",0.5,0.5,0,0
"Gene:WBGene00171244","21ur-14644, C30H6.16","piRNA",0,0,0,0
"Gene:WBGene00171245","21ur-5907, Y57G11C.895","piRNA",2.5,2,0,0
"Gene:WBGene00171246","21ur-11111, Y73B6BL.195","piRNA",0,0,0,0
"Gene:WBGene00171247","21ur-11609, Y41E3.381","piRNA",0,0,0,0
"Gene:WBGene00171248","21ur-12865, AC7.49","piRNA",0,0,0,0
"Gene:WBGene00171249","21ur-6000, Y51H4A.725","piRNA",0,0,0,0
"Gene:WBGene00171250","21ur-7693, C01G5.19","piRNA",0,0,0,0
"Gene:WBGene00171251","21ur-12549, Y57G11C.896","piRNA",0,0,0,0
"Gene:WBGene00171252","21ur-8090, Y105C5A.991","piRNA",10,11,0,0
"Gene:WBGene00171253","21ur-8771, F02H6.63","piRNA",0,0,0,0
"Gene:WBGene00171254","21ur-11460, LLC1.87","piRNA",0,0,0,0
"Gene:WBGene00171255","21ur-6778, H08M01.92","piRNA",2,1,0,0
"Gene:WBGene00171256","21ur-10335, Y105C5B.1107","piRNA",1,0.5,0,0
"Gene:WBGene00171257","21ur-13825, Y105C5A.992","piRNA",1,1,0,0
"Gene:WBGene00171258","21ur-7059, Y51H4A.726","piRNA",0,3.5,0,0
"Gene:WBGene00171259","21ur-12809, H08M01.93","piRNA",0,0,0,0
"Gene:WBGene00171260","21ur-11337, Y41E3.382","piRNA",0,0,0,0
"Gene:WBGene00171261","21ur-6282, Y64G10A.283","piRNA",24.5,43,0,0.5
"Gene:WBGene00171262","21ur-11719, H25K10.109","piRNA",0.5,1.5,0,0
"Gene:WBGene00171263","21ur-11579, Y57G11C.897","piRNA",39.5,92,0.5,1.5
"Gene:WBGene00171264","21ur-8765, Y57G11C.898","piRNA",1,1,0,0
"Gene:WBGene00171265","21ur-10517, F13G11.110","piRNA",0,0,0,0
"Gene:WBGene00171266","21ur-8330, C01B10.29","piRNA",0,0,0,0
"Gene:WBGene00171267","21ur-6689, C17H12.25","piRNA",3,3,0,0
"Gene:WBGene00171268","21ur-12569, Y64G10A.284","piRNA",0,0,0,0
"Gene:WBGene00171269","21ur-6684, Y37A1B.270","piRNA",0,1,0,0
"Gene:WBGene00171270","21ur-12275, C10G6.42","piRNA",0,0,0,0
"Gene:WBGene00171271","21ur-11570, Y57G11C.899","piRNA",0,0,0,0
"Gene:WBGene00171272","21ur-14904, Y7A9D.54","piRNA",50,81,0.67,0.67
"Gene:WBGene00171273","21ur-8344, Y64G10A.285","piRNA",0,0,0,0
"Gene:WBGene00171274","21ur-5530, T28H11.24","piRNA",16,15,0,0
"Gene:WBGene00171275","21ur-9791, Y51H4A.727","piRNA",5,6.5,0,0
"Gene:WBGene00171276","21ur-11129, H12I19.89","piRNA",0,1,0,0
"Gene:WBGene00171277","21ur-9544, Y105C5A.993","piRNA",0,0.5,0,0
"Gene:WBGene00171278","21ur-8238, Y41E3.383","piRNA",0,0,0,0
"Gene:WBGene00171279","21ur-10692, Y73F8A.901","piRNA",3249,3293.5,25.5,19
"Gene:WBGene00171280","21ur-14822, T28B8.8","piRNA",0,0,0,0
"Gene:WBGene00171281","21ur-5794, Y116A8B.73","piRNA",8,13.5,0,0
"Gene:WBGene00171282","21ur-15368, Y105C5A.994","piRNA",0,1,0,0
"Gene:WBGene00171283","21ur-15224, Y73F8A.902","piRNA",35.5,42,0,0.5
"Gene:WBGene00171284","21ur-13883, ZK616.50","piRNA",2,6,0,0
"Gene:WBGene00171285","21ur-13154, T08B6.47","piRNA",0,0,0,0
"Gene:WBGene00171286","21ur-15082, C16A3.12","piRNA",0,0,0,0
"Gene:WBGene00171287","21ur-12170, Y51H4A.728","piRNA",25,46,0,0.5
"Gene:WBGene00171288","21ur-8724, Y51H4A.729","piRNA",4,2,0,0
"Gene:WBGene00171289","21ur-15218, F36H12.55","piRNA",0,0,0,0
"Gene:WBGene00171290","21ur-7796, B0350.53","piRNA",0,0,0,0
"Gene:WBGene00171291","21ur-15538, Y105C5B.1108","piRNA",0,0,0,0
"Gene:WBGene00171292","21ur-7594, Y105C5A.995","piRNA",19.67,36,0.33,0.33
"Gene:WBGene00171293","21ur-6658, F26D12.71","piRNA",28,47,0,0
"Gene:WBGene00171294","21ur-11495, Y37A1B.271","piRNA",2,3,0,0
"Gene:WBGene00171295","21ur-12212, Y51H4A.730","piRNA",0,0,0,0
"Gene:WBGene00171296","21ur-10923, T07H8.9","piRNA",0,0,0,0
"Gene:WBGene00171297","21ur-14829, F20D6.14","piRNA",0,0,0,0
"Gene:WBGene00171298","21ur-15172, Y67A10A.268","piRNA",1,1,0,0
"Gene:WBGene00171299","21ur-14855, F55B11.111","piRNA",78,123.5,1,0
"Gene:WBGene00171300","21ur-15124, Y73F8A.903","piRNA",327,538,4,4.33
"Gene:WBGene00171301","21ur-11382, Y105C5B.1109","piRNA",0,0,0,0
"Gene:WBGene00171302","21ur-11794, Y67A10A.269","piRNA",2,0.5,0,0
"Gene:WBGene00171303","21ur-11709, Y105C5B.1110","piRNA",0,0,0,0
"Gene:WBGene00171304","21ur-6668, Y64G10A.286","piRNA",7.75,14.25,0,0.25
"Gene:WBGene00171305","21ur-14076, B0547.23","piRNA",0,0,0,0
"Gene:WBGene00171306","21ur-6180, Y105C5A.996","piRNA",5.5,11,0,0
"Gene:WBGene00171307","21ur-6025, Y57G11C.900","piRNA",11,20.5,0,0
"Gene:WBGene00171308","21ur-5937, H25K10.110","piRNA",4,4,0,0
"Gene:WBGene00171309","21ur-6380, Y41E3.384","piRNA",1,2.5,0,0
"Gene:WBGene00171310","21ur-6656, Y7A9C.27","piRNA",9,12,0,0
"Gene:WBGene00171311","21ur-11261, F41H10.27","piRNA",0,0,0,0
"Gene:WBGene00171312","21ur-6142, LLC1.88","piRNA",0,0,0,0
"Gene:WBGene00171313","21ur-7870, Y73F8A.904","piRNA",3.5,9,0,0
"Gene:WBGene00171314","21ur-6518, Y37A1B.272","piRNA",0,0,0,0
"Gene:WBGene00171315","21ur-14586, ZK381.25","piRNA",0,0,0,0
"Gene:WBGene00171316","21ur-10916, H25K10.111","piRNA",0,0,0,0
"Gene:WBGene00171317","21ur-10654, Y105C5B.1111","piRNA",2,2,0,0
"Gene:WBGene00171318","21ur-15211, Y41E3.385","piRNA",5.5,5.5,0,0
"Gene:WBGene00171319","21ur-8680, M199.110","piRNA",0,0,0,0
"Gene:WBGene00171320","21ur-11889, M199.111","piRNA",4.5,17,0,0
"Gene:WBGene00171321","21ur-6885, Y7A9A.66","piRNA",0,0.5,0,0
"Gene:WBGene00171322","21ur-15515, Y105C5A.997","piRNA",0,0,0,0
"Gene:WBGene00171323","21ur-8868, Y73F8A.905","piRNA",5.5,5.5,0,0
"Gene:WBGene00171324","21ur-14873, T13H10.3","piRNA",0,0,0,0
"Gene:WBGene00171325","21ur-14664, Y4C6A.47","piRNA",0,0,0,0
"Gene:WBGene00171326","21ur-11449, Y45F10D.110","piRNA",0,0,0,0
"Gene:WBGene00171327","21ur-14198, B0547.24","piRNA",0,0,0,0
"Gene:WBGene00171328","21ur-10124, T27E7.63","piRNA",0,2,0,0
"Gene:WBGene00171329","21ur-10189, F36H12.56","piRNA",1,0,0,0
"Gene:WBGene00171330","21ur-6112, Y57G11A.175","piRNA",1,0,0,0
"Gene:WBGene00171331","21ur-13586, C06A8.12","piRNA",0,0,0,0
"Gene:WBGene00171332","21ur-6731, Y41E3.386","piRNA",1,0,0,0
"Gene:WBGene00171333","21ur-5508, Y73F8A.906","piRNA",0,0,0,0
"Gene:WBGene00171334","21ur-10172, Y116A8C.359","piRNA",0,1,0,0
"Gene:WBGene00171335","21ur-14694, T03F7.9","piRNA",0,0,0,0
"Gene:WBGene00171336","21ur-9710, Y4C6B.70","piRNA",0,0,0,0
"Gene:WBGene00171337","21ur-13685, Y73F8A.907","piRNA",0,2.5,0,0
"Gene:WBGene00171338","21ur-11458, F52D4.25","piRNA",0,0.25,0,0
"Gene:WBGene00171339","21ur-9106, F52B11.74","piRNA",0.5,3,0,0
"Gene:WBGene00171340","21ur-11120, C06E7.75","piRNA",0,0,0,0
"Gene:WBGene00171341","21ur-15119, H12I19.90","piRNA",0,0,0,0
"Gene:WBGene00171342","21ur-6909, Y57G11C.901","piRNA",0,0.5,0,0
"Gene:WBGene00171343","21ur-13031, B0547.25","piRNA",0,0,0,0
"Gene:WBGene00171344","21ur-11094, Y105C5B.1112","piRNA",0,1,0,0
"Gene:WBGene00171345","21ur-11371, Y105C5B.1113","piRNA",0,0,0,0
"Gene:WBGene00171346","21ur-15531, F15C11.3","piRNA",0,0,0,0
"Gene:WBGene00171347","21ur-12215, C43G2.18","piRNA",0,0,0,0
"Gene:WBGene00171348","21ur-13662, E03H12.21","piRNA",0,0,0,0
"Gene:WBGene00171349","21ur-9621, B0273.86","piRNA",0,0,0,0
"Gene:WBGene00171350","21ur-7718, Y64G10A.287","piRNA",0.5,0.5,0,0
"Gene:WBGene00171351","21ur-12703, Y105C5B.1114","piRNA",0,1,0,0
"Gene:WBGene00171352","21ur-15406, F55B11.112","piRNA",1,0,0,0
"Gene:WBGene00171353","21ur-6160, H32C10.68","piRNA",0,2,0,0
"Gene:WBGene00171354","21ur-5992, F26D12.72","piRNA",4,5,0,0
"Gene:WBGene00171355","21ur-10471, Y105C5A.998","piRNA",4,9,0,0
"Gene:WBGene00171356","21ur-13145, F58F9.18","piRNA",0,0,0,0
"Gene:WBGene00171357","21ur-13938, Y105C5A.999","piRNA",3.5,12,0,0.5
"Gene:WBGene00171358","21ur-8011, Y116A8C.360","piRNA",6.5,9,0,0
"Gene:WBGene00171359","21ur-8363, Y73F8A.908","piRNA",0.5,0.5,0,0
"Gene:WBGene00171360","21ur-15644, ZK616.51","piRNA",0,0,0,0
"Gene:WBGene00171361","21ur-11286, C52D10.101","piRNA",0,0,0,0
"Gene:WBGene00171362","21ur-14679, Y116A8C.361","piRNA",0,0,0,0
"Gene:WBGene00171363","21ur-6646, Y64G10A.288","piRNA",23.33,32.33,0.33,0.33
"Gene:WBGene00171364","21ur-6358, K02B2.27","piRNA",4,23,1,0
"Gene:WBGene00171365","21ur-5547, Y105C5B.1115","piRNA",4,0,0,0
"Gene:WBGene00171366","21ur-8872, Y105C5A.1000","piRNA",4.5,11,0,0
"Gene:WBGene00171367","21ur-8642, Y105C5B.1116","piRNA",18.6,32.2,0.2,0
"Gene:WBGene00171368","21ur-11015, Y41E3.387","piRNA",3,1,0,0
"Gene:WBGene00171369","21ur-11475, Y41E3.388","piRNA",0,0.25,0,0
"Gene:WBGene00171370","21ur-9184, F38C2.69","piRNA",0,5,0,0
"Gene:WBGene00171371","21ur-14567, Y37A1B.273","piRNA",40,68,0,0.5
"Gene:WBGene00171372","21ur-12963, C06G8.7","piRNA",0,0,0,0
"Gene:WBGene00171373","21ur-8790, Y105C5A.1001","piRNA",1,4,0,0
"Gene:WBGene00171374","21ur-12547, T06A10.83","piRNA",4,0,0,0
"Gene:WBGene00171375","21ur-13897, Y57G11C.902","piRNA",0,1,0,0
"Gene:WBGene00171376","21ur-8824, B0478.18","piRNA",0,1,0,0
"Gene:WBGene00171377","21ur-8947, Y73F8A.909","piRNA",3,12.5,0.5,0.5
"Gene:WBGene00171378","21ur-10097, F02H6.64","piRNA",25.5,104.5,1,1
"Gene:WBGene00171379","21ur-15445, C44C1.13","piRNA",0,2,0,0
"Gene:WBGene00171380","21ur-10248, Y116A8C.362","piRNA",1,0,0,0
"Gene:WBGene00171381","21ur-12641, F17E5.3","piRNA",0,0,0,0
"Gene:WBGene00171382","21ur-14319, C02B10.59","piRNA",0.25,1.25,0,0
"Gene:WBGene00171383","21ur-15186, C11D2.71","piRNA",2.33,8,0.33,0
"Gene:WBGene00171384","21ur-10378, AC7.50","piRNA",4,1,0,0
"Gene:WBGene00171385","21ur-9131, Y105C5A.1002","piRNA",0,0,0,0
"Gene:WBGene00171386","21ur-15344, AC7.51","piRNA",0,0,0,0
"Gene:WBGene00171387","21ur-5739, C47A4.114","piRNA",22,15,0,0
"Gene:WBGene00171388","21ur-13476, LLC1.89","piRNA",826.25,1077.5,7.25,9.25
"Gene:WBGene00171389","21ur-7039, Y116A8C.363","piRNA",23,72,0,0
"Gene:WBGene00171390","21ur-13966, Y51H4A.731","piRNA",9.33,21,0,0.33
"Gene:WBGene00171391","21ur-14820, VW01C9.1","piRNA",0,0,0,0
"Gene:WBGene00171392","21ur-10321, Y37A1A.115","piRNA",15,19,0,0
"Gene:WBGene00171393","21ur-11668, F33D4.9","piRNA",0,0,0,0
"Gene:WBGene00171394","21ur-9292, H25K10.112","piRNA",0,0,0,0
"Gene:WBGene00171395","21ur-9916, Y116A8C.364","piRNA",0,0,0,0
"Gene:WBGene00171396","21ur-14320, C11D2.72","piRNA",1,1,0,0
"Gene:WBGene00171397","21ur-14815, Y57G11C.903","piRNA",0,0,0,0
"Gene:WBGene00171398","21ur-10900, Y9C9A.81","piRNA",0,0,0,0
"Gene:WBGene00171399","21ur-7371, Y37A1A.116","piRNA",0,0,0,0
"Gene:WBGene00171400","21ur-7932, Y105C5B.1117","piRNA",0,0,0,0
"Gene:WBGene00171401","21ur-9030, Y105C5B.1118","piRNA",0,0,0,0
"Gene:WBGene00171402","21ur-12362, Y45F10B.52","piRNA",0,0,0,0
"Gene:WBGene00171403","21ur-10906, K02B2.28","piRNA",0,0,0,0
"Gene:WBGene00171404","21ur-15695, Y105C5A.1003","piRNA",19.5,27.5,0,0.5
"Gene:WBGene00171405","21ur-13368, C07G1.9","piRNA",0,0,0,0
"Gene:WBGene00171406","21ur-13475, Y57G11C.904","piRNA",1,1,0,0
"Gene:WBGene00171407","21ur-15546, Y105C5A.1004","piRNA",0,0,0,0
"Gene:WBGene00171408","21ur-15383, T02B5.5","piRNA",0,0,0,0
"Gene:WBGene00171409","21ur-10179, Y67A10A.270","piRNA",0,1,0,0
"Gene:WBGene00171410","21ur-7819, B0547.26","piRNA",12,18,0,0
"Gene:WBGene00171411","21ur-6393, F35D6.15","piRNA",0,0,0,0
"Gene:WBGene00171412","21ur-8397, H32C10.69","piRNA",0,0,0,0
"Gene:WBGene00171413","21ur-6630, F02H6.65","piRNA",0,0,0,0
"Gene:WBGene00171414","21ur-8898, Y105C5B.1119","piRNA",0,0,0,0
"Gene:WBGene00171415","21ur-9876, Y64G10A.289","piRNA",1,0,0,0
"Gene:WBGene00171416","21ur-9410, ZK617.5","piRNA",0,0,0,0
"Gene:WBGene00171417","21ur-13581, C02B8.10","piRNA",0,0,0,0
"Gene:WBGene00171418","21ur-5551, Y51H4A.732","piRNA",1.5,0,0,0
"Gene:WBGene00171419","21ur-10699, Y39C12A.13","piRNA",1,0,0,0
"Gene:WBGene00171420","21ur-10953, Y37A1B.274","piRNA",2,5,0,0
"Gene:WBGene00171421","21ur-15640, Y67A10A.271","piRNA",0,0,0,0
"Gene:WBGene00171422","21ur-5842, Y105C5B.1120","piRNA",0,0,0,0
"Gene:WBGene00171423","21ur-6509, Y57G11C.905","piRNA",12.5,21,0,0
"Gene:WBGene00171424","21ur-8940, Y116A8B.74","piRNA",0,0,0,0
"Gene:WBGene00171425","21ur-14503, Y57G11C.906","piRNA",0,0,0,0
"Gene:WBGene00171426","21ur-14483, C27H2.92","piRNA",145.25,279.75,2.25,2.5
"Gene:WBGene00171427","21ur-11254, Y116A8B.75","piRNA",2,1,0,0
"Gene:WBGene00171428","21ur-7709, Y105C5A.1005","piRNA",2,1,0,0
"Gene:WBGene00171429","21ur-11758, F38C2.70","piRNA",40.33,84.67,2.33,0.67
"Gene:WBGene00171430","21ur-13120, Y57G11C.907","piRNA",2,0,0,0
"Gene:WBGene00171431","21ur-9692, Y57G11C.908","piRNA",4,28,0,0
"Gene:WBGene00171432","21ur-11442, T12E12.35","piRNA",6,6.5,0,0
"Gene:WBGene00171433","21ur-7097, H12I19.91","piRNA",0.5,0.5,0,0
"Gene:WBGene00171434","21ur-7062, Y73F8A.910","piRNA",8,15,0,1
"Gene:WBGene00171435","21ur-7958, H08M01.94","piRNA",2,0,0,0
"Gene:WBGene00171436","21ur-5514, Y51H4A.733","piRNA",1,13,0,0
"Gene:WBGene00171437","21ur-8063, Y73F8A.911","piRNA",2,5,0,0
"Gene:WBGene00171438","21ur-7393, Y37A1A.117","piRNA",86,193,3,2
"Gene:WBGene00171439","21ur-5916, C52D10.102","piRNA",0,0,0,0
"Gene:WBGene00171440","21ur-8786, Y105C5B.1121","piRNA",0,0,0,0
"Gene:WBGene00171441","21ur-12029, C01G5.20","piRNA",0,0,0,0
"Gene:WBGene00171442","21ur-12786, W07G4.9","piRNA",0,0,0,0
"Gene:WBGene00171443","21ur-5886, Y51H4A.734","piRNA",5,7,0,0
"Gene:WBGene00171444","21ur-8911, F52B11.75","piRNA",0,0,0,0
"Gene:WBGene00171445","21ur-9897, Y51H4A.735","piRNA",0,5,1,0
"Gene:WBGene00171446","21ur-13160, Y54G2A.55","piRNA",0,0,0,0
"Gene:WBGene00171447","21ur-5671, Y57G11C.909","piRNA",0,3.5,0,0
"Gene:WBGene00171448","21ur-9042, Y51H4A.736","piRNA",3.8,6.4,0,0
"Gene:WBGene00171449","21ur-10648, Y37A1B.275","piRNA",0,0,0,0
"Gene:WBGene00171450","21ur-14512, Y105C5B.1122","piRNA",0,0,0,0
"Gene:WBGene00171451","21ur-13778, M03D4.59","piRNA",0,0,0,0
"Gene:WBGene00171452","21ur-13265, C01B10.30","piRNA",0,0,0,0
"Gene:WBGene00171453","21ur-7194, Y73B6BL.196","piRNA",11,10.5,0,0
"Gene:WBGene00171454","21ur-6623, H06H21.28","piRNA",0,0,0,0
"Gene:WBGene00171455","21ur-14091, Y51H4A.737","piRNA",0,0,0,0
"Gene:WBGene00171456","21ur-7655, Y51H4A.738","piRNA",0,0,0,0
"Gene:WBGene00171457","21ur-9638, C35D6.95","piRNA",0,0,0,0
"Gene:WBGene00171458","21ur-13708, C47A4.115","piRNA",0,0,0,0
"Gene:WBGene00171459","21ur-15044, Y105C5A.1006","piRNA",213.67,423,3,3
"Gene:WBGene00171460","21ur-5568, Y105C5A.1007","piRNA",110,186,2.5,1.5
"Gene:WBGene00171461","21ur-12815, C18H2.6","piRNA",0,0,0,0
"Gene:WBGene00171462","21ur-14497, Y59E9AL.30","piRNA",6,3,0,0
"Gene:WBGene00171463","21ur-5501, Y45F10D.111","piRNA",0,0,0,0
"Gene:WBGene00171464","21ur-6353, Y105C5B.1123","piRNA",3,3,0,0
"Gene:WBGene00171465","21ur-7427, T23G4.96","piRNA",0,0,0,0
"Gene:WBGene00171466","21ur-11663, Y57G11C.910","piRNA",3.5,3,0,0
"Gene:WBGene00171467","21ur-12227, H12I19.92","piRNA",2,2,0,0
"Gene:WBGene00171468","21ur-13280, B0273.87","piRNA",0,0,0,0
"Gene:WBGene00171469","21ur-14282, Y105C5B.1124","piRNA",1,0,0,0
"Gene:WBGene00171470","21ur-10255, B0350.54","piRNA",1.5,0,0,0
"Gene:WBGene00171471","21ur-13138, Y105C5B.1125","piRNA",0,0,0,0
"Gene:WBGene00171472","21ur-9486, H32C10.70","piRNA",0,0,0,0
"Gene:WBGene00171473","21ur-11034, Y57G11C.911","piRNA",0,0,0,0
"Gene:WBGene00171474","21ur-7070, F52B11.76","piRNA",372.33,657,5,4.33
"Gene:WBGene00171475","21ur-13494, Y105C5B.1126","piRNA",57.25,74.5,1,1.25
"Gene:WBGene00171476","21ur-15463, Y105C5A.1008","piRNA",11.67,16,0.33,0
"Gene:WBGene00171477","21ur-11268, F13G11.111","piRNA",0,0,0,0
"Gene:WBGene00171478","21ur-7969, E03H12.22","piRNA",0,0,0,0
"Gene:WBGene00171479","21ur-9213, Y37A1B.276","piRNA",0,0,0,0
"Gene:WBGene00171480","21ur-15019, H04M03.58","piRNA",2,1.5,0,0
"Gene:WBGene00171481","21ur-14329, Y10G11A.64","piRNA",132,143,2,2
"Gene:WBGene00171482","21ur-6738, C08F11.97","piRNA",0,0,0,0
"Gene:WBGene00171483","21ur-5680, Y51H4A.739","piRNA",16,6,0,0
"Gene:WBGene00171484","21ur-7984, Y73B6BR.24","piRNA",9,19,0,0
"Gene:WBGene00171485","21ur-15266, C02E7.15","piRNA",0,0,0,0
"Gene:WBGene00171486","21ur-14490, C17E7.14","piRNA",0,0,0,0
"Gene:WBGene00171487","21ur-9624, AC7.52","piRNA",0,0,0,1
"Gene:WBGene00171488","21ur-8866, Y116A8C.365","piRNA",0,0,0,0
"Gene:WBGene00171489","21ur-11205, ZK381.26","piRNA",0,0,0,0
"Gene:WBGene00171490","21ur-9357, Y105C5B.1127","piRNA",2,7,0,0
"Gene:WBGene00171491","21ur-15334, C52D10.103","piRNA",25.33,28.33,1,0.67
"Gene:WBGene00171492","21ur-8322, Y41E3.389","piRNA",4,12,0,0
"Gene:WBGene00171493","21ur-9032, Y105C5B.1128","piRNA",0,0,0,0
"Gene:WBGene00171494","21ur-6155, H08M21.7","piRNA",24,25.5,1,1
"Gene:WBGene00171495","21ur-8950, Y10G11A.65","piRNA",0,0,0,0
"Gene:WBGene00171496","21ur-10893, Y73F8A.912","piRNA",7.5,7.5,0,0
"Gene:WBGene00171497","21ur-14713, C30G7.6","piRNA",0,0,0,0
"Gene:WBGene00171498","21ur-6881, C35D6.96","piRNA",78,83,0,2
"Gene:WBGene00171499","21ur-10605, Y105C5B.1129","piRNA",0,2,0,2
